Animal ID,Name_Intake,Intake Type,Intake Condition,Animal Type_Intake,Breed_Intake,Color_Intake,Date of Birth,Age upon Intake,DateTime_Intake,DateTime_Outcome,Age upon Outcome,Sex_Intake,Sex_State_Intake,Sex_Outcome,Sex_State_Outcome,found_Address_Line1,found_Address_City,found_Address_State,recidence_Time_Ratio,binary_outcome
A815096,Ashley,Stray,Normal,Dog,Beagle Mix,Black,2017-03-10 00:00:00,156,2020-03-10 16:41:00,2020-03-11 12:45:00,156,Spayed,Female,Spayed,Female,5201 Ross Road,Travis,TX,1097,1
A815095,Lucielle,Stray,Normal,Dog,Australian Shepherd,Tricolor,2019-05-10 00:00:00,43,2020-03-10 16:18:00,2020-03-10 20:27:00,43,Intact,Female,Intact,Female,1801 East 51St Street,Austin,TX,306,1
A815092,Kelly,Stray,Normal,Dog,Skye Terrier,Brown,2018-09-10 00:00:00,78,2020-03-10 15:45:00,2020-03-16 11:14:00,79,Spayed,Female,Spayed,Female,6855 East Highway 290,Austin,TX,91,1
A815087,Unknown,Stray,Normal,Cat,Domestic Shorthair,Brown Tabby,2019-03-10 00:00:00,52,2020-03-10 14:19:00,2020-03-14 13:48:00,52,Intact,Female,Intact,Female,12812 Hill Country Boulevard,Austin,TX,92,1
A815086,Unknown,Stray,Normal,Cat,Domestic Shorthair,Orange Tabby,2019-03-10 00:00:00,52,2020-03-10 14:19:00,2020-03-14 13:48:00,52,Intact,Male,Intact,Male,12812 Hill Country Boulevard,Austin,TX,92,1
A815085,Unknown,Abandoned,Normal,Cat,Domestic Shorthair Mix,Calico,2019-09-10 00:00:00,26,2020-03-10 13:39:00,2020-03-18 16:49:00,27,Intact,Female,Spayed,Female,8300 South Congress,Austin,TX,20,1
A815084,Unknown,Abandoned,Normal,Cat,Domestic Shorthair Mix,Orange Tabby,2018-03-10 00:00:00,104,2020-03-10 13:39:00,2020-03-18 16:48:00,105,Intact,Male,Neutered,Male,8300 South Congress,Austin,TX,81,1
A815083,Lacy,Owner Surrender,Normal,Cat,Domestic Shorthair,Torbie,2010-03-10 00:00:00,521,2020-03-10 13:54:00,2020-03-21 13:38:00,523,Spayed,Female,Spayed,Female,Unknown address,Austin,TX,332,1
A815082,Waffles,Stray,Normal,Dog,Schnauzer Giant Mix,Black,2016-03-10 00:00:00,208,2020-03-10 13:40:00,2020-03-17 16:31:00,209,Intact,Male,Neutered,Male,7500 Bethune,Austin,TX,183,1
A815081,Unknown,Abandoned,Normal,Cat,Domestic Shorthair Mix,Orange Tabby,2019-09-10 00:00:00,26,2020-03-10 13:39:00,2020-03-18 16:49:00,27,Intact,Female,Spayed,Female,8300 South Congress,Austin,TX,20,1
A815077,Unknown,Stray,Normal,Dog,Rottweiler,Black,2019-12-29 00:00:00,10,2020-03-10 12:17:00,2020-03-14 16:25:00,10,Intact,Female,Spayed,Female,Stassney And Palo Blanco,Austin,TX,15,1
A815076,Leah,Owner Surrender,Sick,Dog,Pomeranian,Chocolate,2015-03-10 00:00:00,261,2020-03-10 12:16:00,2020-03-10 17:46:00,261,Spayed,Female,Spayed,Female,Unknown address,Austin,TX,1828,1
A815071,Unknown,Stray,Sick,Dog,Pit Bull,Fawn,2019-10-26 00:00:00,19,2020-03-10 11:29:00,2020-03-10 14:48:00,19,Intact,Male,Intact,Male,6105 Techni Center Drive,Austin,TX,137,1
A815070,King,Stray,Normal,Dog,Staffordshire Mix,Black,2017-03-10 00:00:00,156,2020-03-10 11:12:00,2020-03-16 11:01:00,157,Intact,Male,Neutered,Male,12007 North Lamar,Austin,TX,183,1
A815069,Sophia,Stray,Normal,Dog,Pit Bull,Brown,2017-03-10 00:00:00,156,2020-03-10 11:12:00,2020-03-14 18:07:00,157,Intact,Female,Spayed,Female,12007 North Lamar Blvd,Austin,TX,219,1
A815052,Unknown,Wildlife,Normal,Other,Bat,Brown,2019-03-09 00:00:00,52,2020-03-09 21:41:00,2020-03-10 09:58:00,52,Unknown,Unknown,Unknown,Unknown,1106 W Dittmar Rd,Austin,TX,367,0
A815048,Unknown,Stray,Normal,Dog,Golden Retriever,Brown,2020-01-02 00:00:00,9,2020-03-09 18:19:00,2020-03-13 17:09:00,10,Intact,Male,Neutered,Male,5201 Ross Road,Travis,TX,17,1
A815047,Unknown,Stray,Normal,Dog,Golden Retriever,Brown,2020-01-02 00:00:00,9,2020-03-09 18:19:00,2020-03-13 16:31:00,10,Intact,Male,Neutered,Male,5201 Ross Road,Travis,TX,17,1
A815045,Unknown,Stray,Normal,Dog,Labrador Retriever,Brown,2020-01-02 00:00:00,9,2020-03-09 18:19:00,2020-03-14 11:55:00,10,Intact,Female,Spayed,Female,5201 Ross Road,Travis,TX,14,1
A815044,Unknown,Stray,Normal,Dog,Labrador Retriever,Brown,2020-01-02 00:00:00,9,2020-03-09 18:19:00,2020-03-14 13:04:00,10,Intact,Female,Spayed,Female,5201 Ross Road,Travis,TX,14,1
A815038,Unknown,Stray,Normal,Cat,Domestic Shorthair,Brown Tabby,2019-03-09 00:00:00,52,2020-03-09 17:02:00,2020-03-14 13:47:00,53,Unknown,Unknown,Unknown,Unknown,4708 Reyes Street,Austin,TX,73,1
A815037,Luna,Owner Surrender,Normal,Dog,Doberman Pinsch,Red,2019-03-09 00:00:00,52,2020-03-09 16:37:00,2020-03-14 16:57:00,53,Intact,Female,Spayed,Female,Unknown address,Austin,TX,61,1
A815034,Unknown,Stray,Normal,Dog,Alaskan Husky Mix,Black,2019-11-17 00:00:00,16,2020-03-09 16:29:00,2020-03-11 12:36:00,16,Intact,Female,Intact,Female,Ben White And Montopolis,Austin,TX,57,1
A815029,Elena,Public Assist,Normal,Cat,Domestic Shorthair,Calico,2017-03-22 00:00:00,154,2020-03-09 16:11:00,2020-03-23 11:37:00,156,Intact,Female,Spayed,Female,744 West William Cannon Drive,Austin,TX,77,1
A815028,Pretty Girl,Stray,Normal,Dog,Pit Bull,Brown,2018-03-09 00:00:00,104,2020-03-09 16:11:00,2020-03-09 16:56:00,104,Intact,Female,Intact,Female,14505 Fitzgibbon Rd,Austin,TX,732,1
A815025,Money,Stray,Normal,Dog,Pit Bull,Black,2018-03-09 00:00:00,104,2020-03-09 16:11:00,2020-03-09 16:54:00,104,Intact,Female,Intact,Female,14505 Fitzgibbon Rd,Austin,TX,732,1
A815024,Unknown,Stray,Normal,Dog,Labrador Retriever,White,2019-12-18 00:00:00,11,2020-03-09 16:04:00,2020-03-14 15:28:00,12,Intact,Male,Neutered,Male,Pearce Lane And Welseh Way,Austin,TX,17,1
A815023,Prince,Stray,Normal,Dog,Miniature Poodle Mix,White,2018-03-09 00:00:00,104,2020-03-09 16:11:00,2020-03-09 16:56:00,104,Neutered,Male,Neutered,Male,14505 Fitzgibbon Rd,Austin,TX,732,1
A815019,Unknown,Stray,Normal,Dog,Yorkshire Terrier Mix,Black,2017-03-09 00:00:00,156,2020-03-09 15:21:00,2020-03-12 15:33:00,157,Neutered,Male,Neutered,Male,William Cannon And Ih35,Austin,TX,274,1
A815016,Unknown,Stray,Medical,Dog,Maltese,White,2012-03-15 00:00:00,416,2020-03-09 14:43:00,2020-03-17 16:02:00,417,Intact,Male,Intact,Male,Greg Manor Rd,Travis,TX,324,1
A815007,Gracie,Public Assist,Normal,Cat,Domestic Shorthair,Brown Tabby,2018-03-09 00:00:00,104,2020-03-09 14:05:00,2020-03-10 12:05:00,104,Spayed,Female,Spayed,Female,714 Turtle Creek,Austin,TX,732,1
A815005,Pablo,Stray,Normal,Dog,Rottweiler,Black,2019-03-09 00:00:00,52,2020-03-09 14:00:00,2020-03-12 19:08:00,52,Intact,Male,Neutered,Male,11700 Pearce Lane,Travis,TX,92,1
A814985,Unknown,Stray,Normal,Dog,Great Pyrenees,White,2019-10-25 00:00:00,19,2020-03-09 12:40:00,2020-03-13 12:57:00,20,Intact,Female,Intact,Female,19050 969 Rd,Travis,TX,27,1
A814970,Riff,Stray,Normal,Dog,Plott Hound Mix,Brown Brindle,2019-03-09 00:00:00,52,2020-03-09 11:47:00,2020-03-17 14:12:00,53,Spayed,Female,Spayed,Female,9100 Decker Lake Road,Austin,TX,41,1
A814963,Unknown,Wildlife,Normal,Other,Bat,Brown,2018-03-09 00:00:00,104,2020-03-09 11:43:00,2020-03-09 19:17:00,104,Unknown,Unknown,Unknown,Unknown,211 Comal St,Austin,TX,732,0
A814951,Unknown,Stray,Normal,Dog,Maltese,Cream,2019-11-09 00:00:00,17,2020-03-09 10:44:00,2020-03-12 00:00:00,17,Intact,Male,Intact,Male,1313 Montoplis Drive,Austin,TX,41,1
A814950,Unknown,Stray,Normal,Dog,Maltese,Cream,2019-12-09 00:00:00,13,2020-03-09 10:44:00,2020-03-12 00:00:00,13,Intact,Female,Intact,Female,1313 Montoplis Drive,Austin,TX,31,1
A814949,Molly,Stray,Normal,Dog,Maltese,Cream,2019-12-09 00:00:00,13,2020-03-09 10:44:00,2020-03-12 16:38:00,13,Intact,Female,Intact,Female,1313 Montoplis Drive,Austin,TX,23,1
A814945,Unknown,Wildlife,Normal,Other,Bat,Brown,2018-03-09 00:00:00,104,2020-03-09 09:21:00,2020-03-09 09:52:00,104,Unknown,Unknown,Unknown,Unknown,5800 East Martin Luther King Jr,Austin,TX,732,0
A814944,Unknown,Wildlife,Normal,Other,Bat,Brown,2018-03-09 00:00:00,104,2020-03-09 09:09:00,2020-03-09 09:53:00,104,Unknown,Unknown,Unknown,Unknown,12201 Briarcreek Loop,Manor,TX,732,0
A814941,Ratchet,Public Assist,Normal,Dog,American Pit Bull Terrier,Brown Brindle,2018-03-09 00:00:00,104,2020-03-09 17:18:00,2020-03-19 12:05:00,105,Spayed,Female,Spayed,Female,Unknown address,Austin,TX,73,1
A814940,Axel,Stray,Normal,Dog,Pit Bull Mix,Blue,2018-03-08 00:00:00,104,2020-03-08 17:48:00,2020-03-22 17:53:00,106,Intact,Male,Neutered,Male,1901 Shady Brook Lane,Austin,TX,49,1
A814932,Lucky,Owner Surrender,Normal,Cat,Domestic Longhair Mix,Black,2017-03-08 00:00:00,156,2020-03-08 16:48:00,2020-03-14 16:36:00,157,Neutered,Male,Neutered,Male,Unknown address,Travis,TX,183,1
A814930,Fluffy,Owner Surrender,Normal,Cat,Domestic Longhair Mix,Brown Tabby,2017-03-08 00:00:00,156,2020-03-08 16:48:00,2020-03-14 16:36:00,157,Neutered,Male,Neutered,Male,Unknown address,Travis,TX,183,1
A814929,Unknown,Stray,Normal,Dog,Beagle Mix,White,2019-05-08 00:00:00,43,2020-03-08 16:17:00,2020-03-14 14:47:00,44,Intact,Male,Neutered,Male,1430 Frontier Valley,Austin,TX,51,1
A814928,Unknown,Stray,Normal,Dog,Beagle,Tan,2019-05-08 00:00:00,43,2020-03-08 16:17:00,2020-03-14 14:38:00,44,Intact,Male,Neutered,Male,1430 Frontier Valley,Austin,TX,51,1
A814927,Unknown,Stray,Normal,Dog,Chihuahua Shorthair,Black,2019-05-08 00:00:00,43,2020-03-08 16:17:00,2020-03-15 12:53:00,44,Intact,Female,Spayed,Female,1430 Frontier Valley,Austin,TX,44,1
A814926,Unknown,Stray,Normal,Dog,Cocker Spaniel Mix,Black,2019-05-08 00:00:00,43,2020-03-08 16:17:00,2020-03-12 16:14:00,44,Intact,Male,Neutered,Male,1430 Frontier Valley,Austin,TX,76,1
A814924,Unknown,Stray,Normal,Dog,Beagle,Tan,2019-05-08 00:00:00,43,2020-03-08 16:17:00,2020-03-17 12:57:00,44,Intact,Female,Spayed,Female,1430 Frontier Valley,Austin,TX,34,1
A814922,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Black,2018-03-08 00:00:00,104,2020-03-08 15:57:00,2020-03-12 16:34:00,105,Unknown,Unknown,Unknown,Unknown,4708 Reyes Street,Austin,TX,146,1
A814921,Annie,Stray,Injured,Cat,Domestic Shorthair,Orange Tabby,2015-09-10 00:00:00,234,2020-03-08 15:50:00,2020-03-10 11:57:00,234,Spayed,Female,Spayed,Female,5401 E Parmer Lane,Austin,TX,821,1
A814920,Mia,Stray,Normal,Cat,Domestic Shorthair,Brown Tabby,2019-11-08 00:00:00,17,2020-03-08 15:29:00,2020-03-13 11:25:00,18,Intact,Female,Spayed,Female,2921 Pecan Springs Road,Austin,TX,24,1
A814918,Lex,Stray,Normal,Dog,English Pointer Mix,White,2018-03-08 00:00:00,104,2020-03-08 15:21:00,2020-03-09 14:58:00,104,Intact,Male,Intact,Male,5717 Palo Blanco,Austin,TX,732,1
A814916,Unknown,Stray,Injured,Cat,Domestic Shorthair,Brown Tabby,2018-03-08 00:00:00,104,2020-03-08 14:59:00,2020-03-12 16:08:00,105,Intact,Male,Neutered,Male,12225 Old Stage Trl,Austin,TX,146,1
A814915,Unknown,Stray,Nursing,Cat,Domestic Shorthair,Calico,2020-03-04 00:00:00,0,2020-03-08 14:57:00,2020-03-08 17:37:00,0,Intact,Female,Intact,Female,1703 Pine Knoll,Austin,TX,5,1
A814913,Unknown,Stray,Normal,Cat,Domestic Shorthair,Torbie,2018-03-08 00:00:00,104,2020-03-08 14:29:00,2020-03-12 16:35:00,105,Intact,Female,Intact,Female,4708 Reyes Street,Austin,TX,146,1
A814912,Unknown,Stray,Normal,Dog,Labrador Retriever,Black,2019-12-08 00:00:00,13,2020-03-08 14:16:00,2020-03-12 16:28:00,13,Intact,Female,Spayed,Female,9500 South Ih 35,Austin,TX,18,1
A814911,Unknown,Stray,Normal,Dog,Labrador Retriever Mix,Brown,2019-12-08 00:00:00,13,2020-03-08 14:16:00,2020-03-12 17:42:00,13,Intact,Female,Spayed,Female,9500 South Ih 35,Austin,TX,18,1
A814909,Dexter,Stray,Normal,Dog,Chihuahua Shorthair,Brown Brindle,2017-10-26 00:00:00,123,2020-03-08 14:10:00,2020-03-09 18:05:00,123,Neutered,Male,Neutered,Male,13430 Trail Driver,Travis,TX,432,1
A814906,Unknown,Stray,Normal,Cat,Domestic Medium Hair Mix,Brown Tabby,2019-07-08 00:00:00,34,2020-03-08 13:16:00,2020-03-12 16:33:00,35,Unknown,Unknown,Unknown,Unknown,4708 Reyes Street,Austin,TX,49,1
A814905,Nala,Stray,Normal,Dog,Pit Bull,Buff,2019-11-08 00:00:00,17,2020-03-08 13:20:00,2020-03-14 12:09:00,18,Intact,Female,Spayed,Female,14301 N Ih 35,Austin,TX,20,1
A814901,Gwenivere,Owner Surrender,Sick,Cat,Domestic Shorthair,Brown Tabby,2019-09-08 00:00:00,26,2020-03-08 13:00:00,2020-03-08 15:02:00,26,Intact,Female,Intact,Female,Unknown address,Austin,TX,183,1
A814898,Unknown,Stray,Normal,Dog,Pit Bull,Tan,2019-08-08 00:00:00,30,2020-03-08 12:38:00,2020-03-12 18:25:00,31,Intact,Female,Spayed,Female,7619 North Ih 35,Austin,TX,43,1
A814897,Gus,Owner Surrender,Normal,Dog,Cocker Spaniel Mix,Brown,2020-01-01 00:00:00,9,2020-03-08 11:28:00,2020-03-10 13:17:00,9,Neutered,Male,Neutered,Male,Unknown address,Austin,TX,23,1
A814896,Unknown,Stray,Normal,Cat,Domestic Medium Hair,Tortie,2017-03-08 00:00:00,156,2020-03-08 11:21:00,2020-03-12 16:32:00,157,Intact,Female,Intact,Female,11318 Stormy Ridge,Austin,TX,219,1
A814894,Canelo,Stray,Injured,Dog,Labrador Retriever Mix,Gold,2018-03-08 00:00:00,104,2020-03-08 10:54:00,2020-03-10 19:12:00,104,Intact,Male,Intact,Male,6506 Decker Lane,Austin,TX,244,1
A814890,Remi,Stray,Injured,Dog,Norwich Terrier,Red,2018-03-08 00:00:00,104,2020-03-08 08:31:00,2020-03-09 17:16:00,104,Intact,Male,Intact,Male,Ih35 And William Cannon,Austin,TX,366,1
A814886,Unknown,Stray,Normal,Cat,Domestic Shorthair,White,2017-03-07 00:00:00,156,2020-03-07 17:04:00,2020-03-11 10:40:00,157,Unknown,Unknown,Unknown,Unknown,3503 Webberville Road,Austin,TX,274,1
A814885,Unknown,Stray,Sick,Dog,Australian Cattle Dog Mix,White,2019-10-08 00:00:00,21,2020-03-08 08:31:00,2020-03-08 12:07:00,21,Intact,Male,Intact,Male,12821 Noche Clara Dr,Travis,TX,153,1
A814883,Unknown,Abandoned,Normal,Cat,Domestic Shorthair,Black,2018-03-07 00:00:00,104,2020-03-07 16:01:00,2020-03-18 16:50:00,106,Intact,Male,Neutered,Male,8300 South Congress,Austin,TX,61,1
A814882,Unknown,Abandoned,Normal,Cat,Domestic Shorthair,Orange Tabby,2018-03-07 00:00:00,104,2020-03-07 16:01:00,2020-03-18 16:50:00,106,Intact,Male,Neutered,Male,8300 South Congress,Austin,TX,61,1
A814881,Unknown,Abandoned,Normal,Cat,Domestic Shorthair,Orange Tabby,2018-03-07 00:00:00,104,2020-03-07 16:01:00,2020-03-18 16:48:00,106,Intact,Female,Spayed,Female,8300 South Congress,Austin,TX,61,1
A814880,Unknown,Abandoned,Normal,Cat,Domestic Shorthair,Orange Tabby,2018-03-07 00:00:00,104,2020-03-07 16:01:00,2020-03-18 16:47:00,106,Intact,Female,Spayed,Female,8300 South Congress,Austin,TX,61,1
A814879,Unknown,Abandoned,Normal,Cat,Domestic Shorthair,Orange Tabby,2018-03-07 00:00:00,104,2020-03-07 16:01:00,2020-03-18 16:51:00,106,Intact,Male,Neutered,Male,8300 South Congress,Austin,TX,61,1
A814878,Unknown,Stray,Normal,Cat,Domestic Shorthair,Torbie,2019-12-23 00:00:00,10,2020-03-07 16:48:00,2020-03-13 16:53:00,11,Intact,Female,Intact,Female,Alamo And Poquito,Austin,TX,11,1
A814874,Unknown,Wildlife,Normal,Other,Bat,Brown,2018-03-07 00:00:00,104,2020-03-07 16:06:00,2020-03-07 17:07:00,104,Unknown,Unknown,Unknown,Unknown,1840 Burton Drive,Austin,TX,732,0
A814873,Unknown,Wildlife,Normal,Other,Bat,Brown,2018-03-07 00:00:00,104,2020-03-07 16:06:00,2020-03-07 17:06:00,104,Unknown,Unknown,Unknown,Unknown,1840 Burton Drive,Austin,TX,732,0
A814872,Unknown,Wildlife,Normal,Other,Bat,Brown,2018-03-07 00:00:00,104,2020-03-07 16:06:00,2020-03-08 13:09:00,104,Unknown,Unknown,Unknown,Unknown,1840 Burton Drive,Austin,TX,732,0
A814870,Minnie,Stray,Normal,Dog,Boxer,Brown,2019-12-26 00:00:00,10,2020-03-07 15:39:00,2020-03-12 18:06:00,11,Intact,Female,Spayed,Female,Riverview Street And Chalmers Avenue,Austin,TX,12,1
A814869,Daisy,Stray,Normal,Dog,Dachshund,White,2018-03-07 00:00:00,104,2020-03-07 15:39:00,2020-03-14 12:41:00,105,Intact,Female,Spayed,Female,Riverview Street And Chalmers Avenue,Austin,TX,105,1
A814868,Mickey,Stray,Normal,Dog,Boxer,Black,2019-12-26 00:00:00,10,2020-03-07 15:39:00,2020-03-13 17:42:00,11,Intact,Male,Neutered,Male,Riverview Street And Chalmers Avenue,Austin,TX,10,1
A814867,Unknown,Stray,Normal,Dog,Chihuahua Shorthair,Black,2017-03-07 00:00:00,156,2020-03-07 15:35:00,2020-03-17 12:57:00,158,Neutered,Male,Neutered,Male,West Riverside Drive And South Lamar Boulevard,Austin,TX,110,1
A814866,Unknown,Stray,Normal,Cat,Siamese,Lynx Point,2019-09-07 00:00:00,26,2020-03-07 15:04:00,2020-03-11 17:43:00,26,Spayed,Female,Spayed,Female,3414 Lyons Road,Austin,TX,37,1
A814861,Unknown,Stray,Normal,Dog,Cairn Terrier,Brown,2018-03-07 00:00:00,104,2020-03-07 14:01:00,2020-03-11 18:03:00,105,Intact,Male,Neutered,Male,4434 Frontier Trail,Austin,TX,146,1
A814860,Unknown,Stray,Normal,Dog,Siberian Husky,White,2020-01-07 00:00:00,8,2020-03-07 13:37:00,2020-03-11 18:49:00,9,Intact,Male,Neutered,Male,9111 Fm 812,Austin,TX,12,1
A814859,Unknown,Stray,Normal,Dog,Siberian Husky,White,2020-01-07 00:00:00,8,2020-03-07 13:37:00,2020-03-11 18:04:00,9,Intact,Male,Neutered,Male,9111 Fm 812,Austin,TX,12,1
A814858,Unknown,Stray,Normal,Dog,Siberian Husky,White,2020-01-07 00:00:00,8,2020-03-07 13:37:00,2020-03-11 17:10:00,9,Intact,Female,Spayed,Female,9111 Fm 812,Austin,TX,12,1
A814857,Unknown,Stray,Normal,Dog,Siberian Husky,White,2020-01-07 00:00:00,8,2020-03-07 13:37:00,2020-03-13 13:27:00,9,Intact,Female,Spayed,Female,9111 Fm 812,Austin,TX,10,1
A814855,Unknown,Stray,Normal,Dog,Cairn Terrier,White,2019-10-28 00:00:00,18,2020-03-07 13:43:00,2020-03-12 00:00:00,19,Intact,Male,Neutered,Male,5478 Walnut Grove Drive,Austin,TX,26,1
A814854,Unknown,Stray,Normal,Dog,English Bulldog,White,2015-03-07 00:00:00,261,2020-03-07 13:08:00,2020-03-11 17:26:00,261,Intact,Male,Neutered,Male,Samsung Boulevard And East Parmer Lane,Austin,TX,366,1
A814853,Unknown,Stray,Normal,Dog,Great Dane,Blue Merle,2017-03-07 00:00:00,156,2020-03-07 13:08:00,2020-03-11 16:56:00,157,Intact,Female,Spayed,Female,Samsung Boulevard And East Parmer Lane,Austin,TX,219,1
A814848,Nyla,Stray,Normal,Dog,Labrador Retriever Mix,White,2017-03-07 00:00:00,156,2020-03-07 12:07:00,2020-03-09 12:42:00,156,Intact,Female,Intact,Female,South Pleasant Valley Road And Turnstone Drive,Austin,TX,366,1
A814845,Nugget,Stray,Normal,Cat,Domestic Medium Hair,Orange Tabby,2018-03-07 00:00:00,104,2020-03-07 11:46:00,2020-03-12 17:55:00,105,Neutered,Male,Neutered,Male,Snow Goose Road And Bittern Hollow,Austin,TX,122,1
A814843,Diamond,Owner Surrender,Normal,Dog,Pit Bull,Brown Brindle,2018-03-07 00:00:00,105,2020-03-14 16:39:00,2020-03-25 15:22:00,107,Spayed,Female,Spayed,Female,Unknown address,Austin,TX,67,1
A814832,Unknown,Stray,Sick,Dog,Siberian Husky,White,2020-01-07 00:00:00,8,2020-03-07 07:50:00,2020-03-10 11:46:00,9,Intact,Female,Intact,Female,15436 Fm 1825,Travis,TX,15,1
A814829,Unknown,Stray,Normal,Dog,Dachshund,Tan,2019-12-22 00:00:00,10,2020-03-06 18:51:00,2020-03-12 16:09:00,11,Intact,Male,Neutered,Male,Samsung Boulevard And East Parmer Lane,Austin,TX,13,1
A814828,Unknown,Stray,Normal,Dog,Border Terrier,Brown,2019-05-06 00:00:00,43,2020-03-06 18:38:00,2020-03-17 12:57:00,45,Intact,Male,Neutered,Male,6805 Windrift Way,Austin,TX,28,1
A814825,Danny Girl,Stray,Normal,Dog,Catahoula Mix,Black,2019-12-22 00:00:00,10,2020-03-06 16:57:00,2020-03-07 12:01:00,10,Intact,Female,Intact,Female,8115 Coulver Road,Travis,TX,76,1
A814821,Buddy,Owner Surrender,Normal,Dog,Alaskan Klee Kai,Black,2010-03-07 00:00:00,521,2020-03-06 15:52:00,2020-03-07 15:27:00,521,Neutered,Male,Neutered,Male,Unknown address,Travis,TX,3653,1
A814820,Unknown,Stray,Sick,Dog,Labrador Retriever,Brown,2017-03-06 00:00:00,156,2020-03-06 15:44:00,2020-03-10 14:15:00,157,Intact,Male,Intact,Male,21840 Ann Showers,Travis,TX,274,1
A814818,Raff,Abandoned,Normal,Dog,Catahoula Mix,Brown,2019-03-06 00:00:00,52,2020-03-06 14:53:00,2020-03-17 14:12:00,53,Intact,Male,Neutered,Male,2803 Loyola Lane,Austin,TX,33,1
A814817,Pumba,Stray,Injured,Cat,Domestic Medium Hair,Orange Tabby,2018-03-06 00:00:00,104,2020-03-06 15:06:00,2020-03-07 11:38:00,104,Neutered,Male,Neutered,Male,8940 Research Blvd,Austin,TX,732,1
A814816,Nani,Stray,Normal,Dog,Pit Bull,Brown Brindle,2019-10-30 00:00:00,18,2020-03-06 14:55:00,2020-03-12 18:26:00,19,Intact,Female,Spayed,Female,Metric Boulevard And Rutland Drive,Austin,TX,18,1
A814815,Unknown,Stray,Normal,Dog,Chihuahua Shorthair,Tricolor,2020-01-06 00:00:00,8,2020-03-06 14:25:00,2020-03-11 11:21:00,9,Intact,Male,Neutered,Male,8800 Reasearch,Austin,TX,12,1
A814814,Unknown,Stray,Normal,Dog,Chihuahua Shorthair,Tan,2020-01-06 00:00:00,8,2020-03-06 14:25:00,2020-03-10 18:07:00,9,Intact,Male,Neutered,Male,8800 Reasearch,Austin,TX,12,1
A814813,Unknown,Stray,Normal,Dog,Chihuahua Shorthair,Tan,2020-01-06 00:00:00,8,2020-03-06 14:25:00,2020-03-10 17:18:00,9,Intact,Male,Neutered,Male,8800 Reasearch,Austin,TX,12,1
A814812,Unknown,Stray,Normal,Dog,Chihuahua Shorthair,Tricolor,2020-01-06 00:00:00,8,2020-03-06 14:25:00,2020-03-10 18:07:00,9,Intact,Female,Spayed,Female,8800 Research,Austin,TX,12,1
A814811,Unknown,Stray,Normal,Dog,Chihuahua Shorthair,Tricolor,2017-03-06 00:00:00,156,2020-03-06 14:25:00,2020-03-10 15:53:00,157,Intact,Female,Spayed,Female,8800 Research,Austin,TX,219,1
A814809,Peanut,Owner Surrender,Normal,Dog,Pit Bull,Fawn,2019-03-06 00:00:00,52,2020-03-06 14:12:00,2020-03-13 14:58:00,53,Spayed,Female,Spayed,Female,Unknown address,Austin,TX,46,1
A814808,Max,Stray,Normal,Dog,Boxer,Brown,2016-03-06 00:00:00,208,2020-03-06 14:11:00,2020-03-09 18:04:00,209,Intact,Male,Intact,Male,1211 Lily Terrace,Austin,TX,366,1
A814805,Unknown,Wildlife,Normal,Other,Bat,Brown,2019-03-06 00:00:00,52,2020-03-06 13:42:00,2020-03-06 15:01:00,52,Unknown,Unknown,Unknown,Unknown,900 Barton Springs,Austin,TX,367,0
A814803,Coco,Stray,Normal,Dog,Miniature Poodle,White,2018-03-06 00:00:00,104,2020-03-06 12:31:00,2020-03-06 17:59:00,104,Spayed,Female,Spayed,Female,3700 Convict Hill,Austin,TX,732,1
A814800,Beau,Stray,Normal,Dog,German Shepherd,Tan,2017-03-06 00:00:00,156,2020-03-06 10:48:00,2020-03-14 18:41:00,157,Neutered,Male,Neutered,Male,Roseborough Drive And Running Water Drive,Austin,TX,122,1
A814799,Unknown,Wildlife,Normal,Other,Bat,Brown,2019-03-06 00:00:00,52,2020-03-06 10:05:00,2020-03-06 15:04:00,52,Unknown,Unknown,Unknown,Unknown,1221 Ben White Blvd,Austin,TX,367,0
A814795,Winterberg,Stray,Injured,Cat,Domestic Shorthair,Black,2018-03-06 00:00:00,104,2020-03-06 09:19:00,2020-03-18 16:47:00,106,Intact,Male,Intact,Male,6106 Calmar Cove,Austin,TX,56,1
A814794,Unknown,Wildlife,Sick,Other,Raccoon,Gray,2019-03-06 00:00:00,52,2020-03-06 09:37:00,2020-03-08 13:13:00,52,Unknown,Unknown,Unknown,Unknown,1409 Westover Rd,Austin,TX,122,0
A814793,Guero,Stray,Normal,Dog,Staffordshire Mix,Tan,2013-03-06 00:00:00,365,2020-03-06 09:14:00,2020-03-07 12:41:00,365,Intact,Male,Intact,Male,7606 Bethune Avenue,Austin,TX,1279,1
A814791,Charles,Stray,Normal,Dog,Pit Bull,Brown,2018-03-05 00:00:00,104,2020-03-05 23:32:00,2020-03-06 13:52:00,104,Intact,Male,Intact,Male,744 W William Cannon,Austin,TX,732,1
A814789,Unknown,Stray,Normal,Dog,Chihuahua Shorthair Mix,Black,2019-10-25 00:00:00,18,2020-03-05 20:12:00,2020-03-10 18:25:00,19,Intact,Male,Neutered,Male,3101 Shoreline Dr,Austin,TX,27,1
