Animal ID,Name_Intake,Intake Type,Intake Condition,Animal Type_Intake,Breed_Intake,Color_Intake,Date of Birth,Age upon Intake,DateTime_Intake,DateTime_Outcome,Age upon Outcome,Sex_Intake,Sex_State_Intake,Sex_Outcome,Sex_State_Outcome,found_Address_Line1,found_Address_City,found_Address_State,binary_outcome,recidence_Time_Ratio
A788834,Unknown,Stray,Normal,Dog,Norfolk Terrier Mix,Tan,11/17/2018 0:00,12,2/9/2019 17:09,2/13/2019 18:42,12,Female,Intact,Female,Spayed,Metric Boulevard And Scofield Ridge Parkway,Austin,TX,1,99
A700644,Unknown,Stray,Normal,Dog,Pit Bull Mix,Tricolor,4/17/2013 0:00,104,4/17/2015 12:33,4/21/2015 18:23,104,Male,Intact,Male,Neutered,Fred Morse Dr And Meadowood Dr,Austin,TX,1,99
A762797,Tippi,Stray,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,9/4/2017 0:00,12,11/27/2017 14:16,12/6/2017 15:27,13,Female,Intact,Female,Spayed,8105 Linden Road,Del Valle,TX,1,1181
A726529,Pascal,Stray,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,3/16/2016 0:00,8,5/11/2016 17:36,5/15/2016 17:07,8,Male,Intact,Male,Neutered,10510 Wendts Way,Austin,TX,1,98
A744962,Sunny,Stray,Normal,Dog,Australian Cattle Dog Mix,Blue Merle,3/10/2016 0:00,52,3/10/2017 11:17,3/18/2017 15:46,53,Male,Intact,Male,Neutered,18000 Maxa Dr,Travis,TX,1,1119
A681513,Chicho,Public Assist,Injured,Dog,Rat Terrier Mix,Tricolor,6/17/2007 0:00,365,6/17/2014 16:37,6/17/2014 17:08,365,Male,Intact,Male,Intact,215 E 6Th Street,Austin,TX,1,99
A740397,Poncho,Owner Surrender,Normal,Dog,Chihuahua Shorthair Mix,Tan,12/16/2014 0:00,104,12/16/2016 15:31,12/18/2016 17:02,104,Male,Intact,Male,Neutered,Unknown address,Austin,TX,1,99
A751710,Zoe,Owner Surrender,Normal,Dog,Staffordshire Mix,Brown Brindle,6/11/2015 0:00,118,9/19/2017 15:38,10/21/2017 18:05,123,Female,Spayed,Female,Spayed,Unknown address,Austin,TX,1,5311
A669173,Unknown,Stray,Normal,Cat,Burmese,Chocolate,6/16/2013 0:00,26,12/16/2013 13:53,12/20/2013 17:52,26,Male,Intact,Male,Neutered,14515  James Vincent R,Austin,TX,1,99
A755239,Sally,Stray,Normal,Dog,Beagle Mix,White,6/9/2017 0:00,15,9/27/2017 14:06,10/3/2017 13:35,16,Female,Spayed,Female,Spayed,124 W Anderson Ln,Austin,TX,1,1165
A768584,Zoe,Owner Surrender,Normal,Dog,Anatol Shepherd Mix,Brown,3/22/2016 0:00,104,3/22/2018 11:15,4/8/2018 17:13,106,Female,Intact,Female,Spayed,Unknown address,Austin,TX,1,2138
A773236,Blue,Stray,Normal,Dog,Australian Shepherd Mix,Chocolate,4/29/2018 0:00,4,5/29/2018 13:26,7/9/2018 17:23,10,Male,Intact,Male,Neutered,13925 Rector Loop,Manor,TX,1,14878
A750225,Garfield,Stray,Normal,Cat,Domestic Shorthair Mix,Orange Tabby,7/26/2012 0:00,251,5/24/2017 14:48,6/18/2017 18:45,255,Male,Neutered,Male,Neutered,5901 Little Creek Trl,Austin,TX,1,4163
A749831,Hopo Chico,Stray,Normal,Other,English Spot Mix,White,5/20/2015 0:00,104,5/20/2017 11:22,5/26/2017 19:32,105,Male,Intact,Male,Intact,2302 Durwood,Austin,TX,1,1109
A648168,Rusty,Owner Surrender,Normal,Dog,Chihuahua Shorthair Mix,Tan,3/23/2006 0:00,501,11/4/2015 11:03,12/2/2015 12:42,505,Male,Neutered,Male,Neutered,Unknown address,Austin,TX,1,4131
A738868,Unknown,Wildlife,Normal,Other,Bat Mix,Brown,11/22/2015 0:00,52,11/22/2016 16:35,11/22/2016 16:46,52,Unknown,Unknown,Unknown,Unknown,401 Congress,Austin,TX,0,99
A730926,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Black,7/13/2015 0:00,52,7/13/2016 11:09,7/14/2016 9:00,52,Male,Intact,Male,Intact,18300 River Timber Rd,Del Valle,TX,1,99
A789549,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Black,2/23/2017 0:00,104,2/23/2019 15:39,2/28/2019 10:50,105,Male,Intact,Male,Intact,6813 Campina Crossing,Austin,TX,1,1109
A723398,Unknown,Stray,Normal,Other,Rabbit Sh Mix,White,3/31/2015 0:00,52,3/31/2016 12:59,4/4/2016 11:10,52,Unknown,Unknown,Unknown,Unknown,1420 E Anderson Ln,Austin,TX,1,99
A736648,Twig,Stray,Normal,Cat,Siamese,Chocolate Point,7/14/2016 0:00,13,10/14/2016 14:16,10/25/2016 14:32,14,Female,Intact,Female,Intact,5011 E Cesar Chavez St,Austin,TX,1,1175
A806189,Cassel,Owner Surrender,Normal,Dog,Pointer,White,7/6/2019 0:00,16,10/27/2019 12:58,11/1/2019 17:11,16,Male,Intact,Male,Neutered,Unknown address,Austin,TX,1,99
A775107,Astro,Stray,Normal,Cat,Domestic Medium Hair Mix,Orange Tabby,4/24/2018 0:00,8,6/24/2018 14:59,7/28/2018 14:32,13,Male,Intact,Male,Neutered,1301 Lily Terrace,Austin,TX,1,8185
A747552,Sassy,Owner Surrender,Normal,Cat,Turkish Angora Mix,White,4/21/2013 0:00,208,4/21/2017 9:51,5/9/2017 14:00,211,Female,Intact,Female,Spayed,Unknown address,Austin,TX,1,3143
A681963,Diamond,Stray,Normal,Dog,Australian Cattle Dog Mix,White,6/18/2014 0:00,0,6/22/2014 10:47,8/13/2014 17:26,8,Female,Intact,Female,Spayed,912 U.S. 183,Austin,TX,1,647999
A691997,Chicka,Owner Surrender,Injured,Dog,Chihuahua Shorthair Mix,Tan,11/13/2012 0:00,132,6/1/2015 12:18,6/2/2015 9:22,133,Female,Spayed,Female,Spayed,7209 Crystalbrook Drive,Austin,TX,0,1107
A726403,Janelle,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Flame Point,2/10/2016 0:00,12,5/10/2016 13:05,6/1/2016 10:06,16,Female,Intact,Female,Spayed,1206 Woodfield Dr,Austin,TX,1,5421
A703961,Unknown,Stray,Nursing,Cat,Domestic Shorthair Mix,Brown Tabby,5/27/2015 0:00,0,5/30/2015 18:41,5/30/2015 18:42,0,Unknown,Unknown,Unknown,Unknown,Unknown address,Austin,TX,1,0
A712578,Lily,Owner Surrender,Normal,Dog,Papillon Mix,White,9/25/2014 0:00,52,9/25/2015 13:50,9/26/2015 14:37,52,Female,Spayed,Female,Spayed,Unknown address,Austin,TX,1,99
A668550,Pushkin,Public Assist,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,12/4/2012 0:00,52,12/4/2013 23:12,12/20/2013 12:51,54,Male,Intact,Male,Neutered,Unknown address,Lago Vista,TX,1,2176
A763475,Forest,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,White,12/9/2014 0:00,156,12/9/2017 18:38,12/16/2017 13:43,157,Female,Spayed,Female,Spayed,Unknown address,Austin,TX,1,1106
A731879,Bobbie Ann,Stray,Normal,Dog,Australian Cattle Dog,Blue Merle,7/28/2012 0:00,208,7/28/2016 16:42,8/3/2016 19:07,209,Female,Intact,Female,Spayed,8109 Colony Loop Dr,Austin,TX,1,1104
A696769,Remmy,Stray,Normal,Dog,Labrador Retriever,White,4/29/2010 0:00,249,2/11/2015 20:25,2/12/2015 13:19,250,Female,Spayed,Female,Spayed,12024 Herb Brook Dr.,Austin,TX,1,1103
A727998,Unknown,Stray,Normal,Dog,Labrador Retriever Mix,Brown Brindle,3/14/2016 0:00,10,5/29/2016 14:32,6/2/2016 17:57,11,Female,Intact,Female,Spayed,Bluff Springs And Knuckols Crossing Rd,Austin,TX,1,1198
A746438,Unknown,Stray,Injured,Cat,Domestic Medium Hair,Gray Tabby,4/3/2014 0:00,156,4/3/2017 9:30,4/3/2017 9:59,156,Male,Intact,Male,Intact,Nuckols Crossing & Stassney,Austin,TX,0,99
A770475,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Gray,2/28/2018 0:00,7,4/20/2018 11:53,4/24/2018 12:20,7,Female,Intact,Female,Intact,3709 Thompson Lane #B,Austin,TX,1,98
A678112,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Blue Tabby,5/1/2014 0:00,0,5/4/2014 11:57,5/4/2014 13:52,0,Male,Intact,Male,Intact,4610 Borage Dr,Austin,TX,1,0
A769866,Sadie,Stray,Normal,Dog,Labrador Retriever Mix,Tan,6/11/2017 0:00,43,4/11/2018 16:30,4/16/2018 17:05,44,Female,Spayed,Female,Spayed,5800 Colton Road,Austin,TX,1,1122
A674045,Unknown,Wildlife,Injured,Other,Raccoon Mix,Sable,3/6/2013 0:00,52,3/6/2014 16:15,3/6/2014 16:59,52,Unknown,Unknown,Unknown,Unknown,831 Houston St,Austin,TX,0,99
A795908,Unknown,Owner Surrender,Nursing,Dog,Chihuahua Shorthair,Brown,5/3/2019 0:00,3,5/25/2019 17:17,5/25/2019 18:30,3,Unknown,Unknown,Unknown,Unknown,Unknown address,Austin,TX,1,96
A808525,T-Bone,Owner Surrender,Normal,Dog,Labrador Retriever Mix,Tan,5/10/2018 0:00,78,11/10/2019 12:54,11/14/2019 12:17,79,Male,Neutered,Male,Neutered,Unknown address,Austin,TX,1,1112
A807060,Butch,Stray,Normal,Dog,Australian Cattle Dog,Red Tick,10/20/2006 0:00,678,10/20/2019 12:11,10/20/2019 15:23,678,Male,Intact,Male,Intact,1401 Ridgehaven Drive,Austin,TX,1,99
A750003,Little Bob,Stray,Normal,Cat,Domestic Shorthair Mix,Black,4/7/2017 0:00,6,5/22/2017 14:00,6/22/2017 17:37,10,Male,Intact,Male,Neutered,20401 Fm 969,Travis,TX,1,6721
A738862,Nero,Stray,Normal,Dog,Catahoula,Blue Merle,1/22/2016 0:00,43,11/22/2016 14:28,11/27/2016 18:48,44,Female,Intact,Female,Spayed,Lime Creek Road And Jackson,Travis,TX,1,1122
A772201,Kooper,Public Assist,Normal,Dog,Cocker Spaniel,Buff,5/16/2016 0:00,104,5/16/2018 15:35,5/26/2018 12:02,105,Male,Intact,Male,Intact,6609 Scrub Oak,Austin,TX,1,1109
A769608,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,White,4/7/2017 0:00,52,4/7/2018 12:11,4/10/2018 18:30,52,Female,Intact,Female,Intact,6408 Garden Rose Path,Austin,TX,1,99
A697253,Hazel,Stray,Normal,Dog,Black Mouth Cur Mix,Tan,12/20/2014 0:00,173,4/18/2018 11:35,4/18/2018 13:20,173,Female,Spayed,Female,Spayed,Parmer Lane And Dessau Road,Austin,TX,1,99
A695308,Dolly,Stray,Normal,Dog,Chihuahua Shorthair,White,1/13/2002 0:00,678,1/13/2015 14:19,1/14/2015 14:19,678,Female,Spayed,Female,Spayed,Magna Carta Loop And Breeds Hill,Austin,TX,1,99
A798351,Tina,Stray,Normal,Cat,Domestic Shorthair Mix,Orange Tabby,6/24/2017 0:00,104,6/24/2019 18:22,8/21/2019 15:55,112,Female,Intact,Female,Spayed,1120 Estes Avenue,Austin,TX,1,8714
A807051,Hydo,Stray,Normal,Dog,American Staffordshire Terrier Mix,Blue,10/20/2016 0:00,156,10/20/2019 11:11,10/20/2019 14:17,156,Male,Intact,Male,Intact,8500 Mayview Drive,Austin,TX,1,99
A678313,Lulu,Stray,Normal,Dog,Beagle,Brown,5/7/2013 0:00,52,5/7/2014 11:42,5/16/2014 16:50,53,Female,Intact,Female,Spayed,4801 Freidrich Ln #106,Austin,TX,1,1119
A672392,Bubba,Stray,Normal,Cat,Domestic Shorthair Mix,Blue Tabby,2/9/2012 0:00,104,2/9/2014 11:19,2/16/2014 11:59,105,Male,Intact,Male,Neutered,15803 Pearce Ln,Del Valle,TX,1,1109
A777430,Draco,Public Assist,Normal,Dog,Bull Terrier Mix,White,11/9/2017 0:00,37,7/28/2018 14:37,8/9/2018 18:33,39,Male,Intact,Male,Neutered,2711 Crownover St,Austin,TX,1,2207
A489417,Fifi,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,9/27/2007 0:00,517,8/24/2017 12:20,8/27/2017 14:00,517,Female,Spayed,Female,Spayed,Unknown address,Austin,TX,1,99
A689093,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,9/7/2014 0:00,3,9/29/2014 13:36,9/29/2014 14:33,3,Female,Intact,Female,Intact,6102 Club Terrace,Austin,TX,1,96
A690344,Grover,Stray,Normal,Dog,Blue Lacy Mix,Blue,10/18/2013 0:00,162,11/26/2016 12:52,12/20/2016 15:03,165,Male,Neutered,Male,Neutered,8400 Research Blvd,Austin,TX,1,3155
A695297,Sparkles,Stray,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,6/13/2014 0:00,30,1/13/2015 13:37,1/19/2015 17:53,31,Female,Intact,Female,Spayed,1137 Gunter,Austin,TX,1,1132
A704612,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,5/27/2015 0:00,1,6/6/2015 18:12,6/6/2015 19:06,1,Unknown,Unknown,Unknown,Unknown,5701 Johnny Morris Rd,Austin,TX,1,90
A756585,Buddie,Owner Surrender,Normal,Dog,Catahoula Mix,Tan,2/22/2016 0:00,78,8/22/2017 12:36,9/9/2017 17:53,80,Male,Neutered,Male,Neutered,Unknown address,Austin,TX,1,2151
A677839,Unknown,Stray,Normal,Other,Lop-English Mix,Chocolate,1/29/2014 0:00,12,4/29/2014 18:38,5/3/2014 8:00,13,Unknown,Unknown,Unknown,Unknown,1500 E Riverside Dr,Austin,TX,1,1181
A732894,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Orange Tabby,7/14/2016 0:00,4,8/14/2016 13:15,8/15/2016 16:27,4,Male,Intact,Male,Intact,2911 Rogge Ln,Austin,TX,1,97
A698603,Myra,Stray,Normal,Cat,Domestic Shorthair Mix,Blue,3/14/2003 0:00,626,3/14/2015 15:18,3/22/2015 15:22,627,Female,Spayed,Female,Spayed,3808 Maplewood,Austin,TX,1,1101
A794869,Dillo,Stray,Normal,Dog,Pit Bull,Brown,5/13/2017 0:00,109,6/20/2019 11:25,6/25/2019 16:40,110,Male,Neutered,Male,Neutered,13145 N Us 183,Austin,TX,1,1109
A742536,Unknown,Stray,Normal,Dog,Boxer Mix,Tan,5/23/2016 0:00,35,1/23/2017 14:18,1/27/2017 17:20,35,Female,Intact,Female,Spayed,Unknown address,Austin,TX,1,99
A712328,Unknown,Stray,Sick,Cat,Domestic Shorthair Mix,Black,9/21/2005 0:00,521,9/21/2015 15:33,9/25/2015 12:15,522,Female,Intact,Female,Intact,4800 Placid Place,Austin,TX,0,1101
A707444,Unknown,Stray,Normal,Cat,Domestic Longhair Mix,Black Smoke,6/21/2015 0:00,3,7/13/2015 11:48,7/13/2015 13:50,3,Female,Intact,Female,Intact,8225 Sam Rayburn Drive,Austin,TX,1,96
A750412,Rowena,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Calico,5/26/2016 0:00,52,5/26/2017 18:25,5/27/2017 13:31,52,Female,Intact,Female,Intact,Unknown address,Austin,TX,1,99
A793376,Owen,Stray,Normal,Dog,Beagle Mix,Tricolor,7/24/2015 0:00,195,4/24/2019 11:26,4/24/2019 17:30,195,Male,Intact,Male,Intact,6104 Seville Drive,Austin,TX,1,99
A697343,Macy,Stray,Normal,Dog,Yorkshire Terrier Mix,Brown,2/21/2012 0:00,156,2/21/2015 17:11,2/22/2015 11:17,156,Female,Spayed,Female,Spayed,Parmer Lane And Lamplight Village Ave,Austin,TX,1,99
A785386,Charlie,Stray,Normal,Cat,Domestic Shorthair Mix,White,12/2/2014 0:00,208,12/2/2018 12:12,12/6/2018 16:48,209,Male,Neutered,Male,Neutered,7131 Wood Hollow Drive,Austin,TX,1,1104
A725733,Madden,Owner Surrender,Normal,Dog,Cocker Spaniel,Buff,5/5/2005 0:00,576,5/20/2016 11:15,5/20/2016 18:55,576,Male,Neutered,Male,Neutered,Unknown address,Outside Jurisdiction,unknown,1,99
A686386,Shelby,Stray,Normal,Dog,German Shepherd,Brown,10/21/2013 0:00,51,10/17/2014 11:49,10/25/2014 12:36,52,Female,Spayed,Female,Spayed,1500 Alameda Drive,Austin,TX,1,1119
A684384,Unknown,Stray,Nursing,Cat,Domestic Shorthair Mix,Brown Tabby,7/8/2014 0:00,2,7/22/2014 18:08,7/22/2014 18:55,2,Female,Intact,Female,Intact,8400 Linden Lp,Travis,TX,1,95
A769967,Unknown,Stray,Normal,Dog,Labrador Retriever Mix,Black,12/13/2017 0:00,17,4/13/2018 13:26,4/17/2018 16:37,17,Female,Intact,Female,Spayed,1515 Wickersham Lane,Austin,TX,1,99
A770266,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Black,3/24/2018 0:00,3,4/17/2018 12:09,4/20/2018 6:25,3,Female,Intact,Female,Intact,6201 Sneed Cove,Austin,TX,1,96
A678314,Peabody,Stray,Normal,Dog,Chihuahua Shorthair Mix,Cream,5/7/2011 0:00,156,5/7/2014 11:51,5/22/2014 11:50,158,Male,Intact,Male,Neutered,3101 Caleb Dr,Austin,TX,1,2125
A717125,Unknown,Stray,Normal,Other,Rabbit Sh Mix,White,12/2/2013 0:00,104,12/2/2015 15:43,12/6/2015 11:34,104,Unknown,Unknown,Unknown,Unknown,4312 Duval St,Austin,TX,1,99
A793638,Unknown,Wildlife,Normal,Other,Bat,Black,4/27/2018 0:00,52,4/27/2019 21:18,4/28/2019 10:14,52,Unknown,Unknown,Unknown,Unknown,10701 S Ih 35,Austin,TX,0,99
A694290,Arielle,Stray,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,6/24/2013 0:00,78,12/24/2014 11:14,12/26/2014 11:45,78,Female,Spayed,Female,Spayed,14407 Highsmith,Austin,TX,1,99
A681488,Root Beer,Stray,Normal,Cat,Domestic Shorthair Mix,Black,4/10/2014 0:00,9,6/17/2014 13:58,6/21/2014 19:07,10,Female,Intact,Female,Intact,9940 Wading Pool,Austin,TX,1,1208
A742060,Muneco,Stray,Normal,Dog,Miniature Poodle Mix,White,1/15/2003 0:00,730,1/14/2017 11:43,1/15/2017 13:51,730,Male,Intact,Male,Intact,W Willaim Cannon Dr And West Gate Blvd,Austin,TX,1,99
A761436,Finn,Stray,Normal,Cat,Domestic Shorthair Mix,White,10/9/2017 0:00,3,11/4/2017 16:18,12/17/2017 16:35,9,Male,Intact,Male,Intact,2301 Quicksilver,Austin,TX,1,17709
A742647,Bear,Stray,Normal,Dog,Rottweiler Mix,Black,3/25/2016 0:00,43,1/25/2017 17:21,1/26/2017 13:55,43,Male,Intact,Male,Intact,10203 River Plantation Dr,Austin,TX,1,99
A634272,Marshall,Public Assist,Normal,Dog,Dachshund,Brown,8/8/2009 0:00,228,12/24/2013 13:37,1/5/2014 15:13,230,Male,Neutered,Male,Neutered,Unknown address,Austin,TX,1,2117
A697649,Lily,Stray,Normal,Dog,Rat Terrier,Tricolor,8/25/2013 0:00,78,2/25/2015 18:12,3/7/2015 18:02,79,Female,Intact,Female,Spayed,Wycliff And Everest,Austin,TX,1,1112
A703736,Violet,Stray,Normal,Cat,Domestic Shorthair Mix,Black,4/28/2015 0:00,4,5/28/2015 12:40,8/7/2015 15:43,14,Female,Intact,Female,Spayed,2110 Thrasher Ln,Austin,TX,1,34487
A721860,Unknown,Stray,Injured,Bird,Parrot,Green,3/6/2011 0:00,261,3/6/2016 10:47,3/10/2016 20:22,261,Unknown,Unknown,Unknown,Unknown,2401 Marcus Abrams,Austin,TX,1,99
A762982,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Black,11/7/2017 0:00,3,11/30/2017 18:49,12/31/2017 15:41,7,Female,Intact,Female,Spayed,8213 Sam Rayburn,Austin,TX,1,9258
A695063,Tiger,Stray,Normal,Dog,Cairn Terrier Mix,Tan,8/8/2014 0:00,21,1/8/2015 13:47,1/12/2015 12:32,22,Male,Intact,Male,Intact,S Interstate 35 Frontage,Austin,TX,1,1146
A785774,Tina,Stray,Normal,Cat,Domestic Shorthair Mix,Black,12/9/2016 0:00,104,12/9/2018 16:03,7/10/2019 8:25,134,Female,Intact,Female,Spayed,1413 Charolais Drive,Austin,TX,1,38745
A665127,Unknown,Stray,Normal,Cat,Domestic Medium Hair Mix,Orange Tabby,9/22/2013 0:00,3,10/14/2013 10:45,10/14/2013 12:17,3,Female,Intact,Female,Intact,9110 Us Hwy 183 South,Austin,TX,1,96
A724938,Unknown,Stray,Nursing,Cat,Domestic Medium Hair Mix,Brown Tabby,4/3/2016 0:00,2,4/23/2016 7:48,4/23/2016 12:30,2,Female,Intact,Female,Intact,2107 Courtney Street,Austin,TX,1,95
A779408,Ciabatta,Stray,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,7/24/2018 0:00,5,8/31/2018 14:01,9/3/2018 10:39,5,Male,Intact,Male,Intact,1054 Springdale Road,Austin,TX,1,98
A744745,Unknown,Wildlife,Injured,Other,Opossum Mix,White,3/6/2017 0:00,0,3/7/2017 7:52,3/7/2017 10:27,0,Unknown,Unknown,Unknown,Unknown,Red River,Austin,TX,0,0
A671950,Toto,Owner Surrender,Normal,Dog,Chihuahua Longhair Mix,Tan,2/1/2010 0:00,208,2/1/2014 17:07,2/3/2014 12:26,209,Male,Neutered,Male,Neutered,Unknown address,Austin,TX,1,1104
A682599,Shiva,Owner Surrender,Normal,Cat,Domestic Longhair,Calico,2/28/2014 0:00,17,6/30/2014 12:09,7/3/2014 18:45,17,Female,Intact,Female,Spayed,Unknown address,Austin,TX,1,99
A696746,Nibbler,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Black,2/14/2003 0:00,705,8/19/2016 13:36,2/10/2017 8:20,730,Female,Spayed,Female,Spayed,Unknown address,Austin,TX,1,25986
A702091,Fiona,Stray,Normal,Cat,Domestic Shorthair Mix,Cream Tabby,4/2/2015 0:00,5,5/9/2015 10:55,6/16/2015 8:39,10,Female,Intact,Female,Spayed,1116 1/2 Gunter St,Austin,TX,1,10000
A665634,Sydney,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Black,10/20/2005 0:00,417,10/20/2013 16:01,11/18/2013 16:05,421,Female,Spayed,Female,Spayed,Unknown address,Austin,TX,1,4138
A811830,Layla,Stray,Normal,Dog,Basenji,Red,1/10/2019 0:00,52,1/10/2020 12:15,1/19/2020 12:55,53,Female,Intact,Female,Intact,600 Vermont Road,Austin,TX,1,1119
A804179,Quasimodo,Stray,Normal,Dog,German Shepherd,Black,9/11/2015 0:00,208,9/11/2019 14:36,9/17/2019 12:54,209,Male,Intact,Male,Intact,12555 Harris Branch Parkway,Manor,TX,1,1104
A764471,Rocky,Stray,Normal,Dog,Labrador Retriever Mix,Black,12/30/2010 0:00,365,12/30/2017 16:03,1/22/2018 16:00,368,Female,Spayed,Female,Spayed,Thompson Lane And Us Highway 183 South,Austin,TX,1,3124
A757537,Milo,Stray,Normal,Cat,Siamese Mix,Lynx Point,7/20/2017 0:00,6,9/3/2017 16:54,10/1/2017 18:16,10,Male,Intact,Male,Neutered,3102 Robinson Avenue,Austin,TX,1,6721
A738552,Beatrix,Stray,Normal,Cat,Domestic Shorthair Mix,Black,10/10/2016 0:00,5,11/17/2016 13:10,12/22/2016 13:29,10,Female,Intact,Female,Spayed,1309 Deloney,Austin,TX,1,10000
A772780,Unknown,Stray,Normal,Dog,Labrador Retriever Mix,White,3/16/2018 0:00,9,5/23/2018 13:55,5/31/2018 16:15,10,Female,Intact,Female,Spayed,224 Dry Creek Rd,Travis,TX,1,1208
A749630,Bailey,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,3/17/2017 0:00,8,5/17/2017 12:05,5/24/2017 17:06,9,Male,Intact,Male,Neutered,Unknown address,Austin,TX,1,1222
A739822,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Black,11/22/2016 0:00,2,12/7/2016 15:20,12/7/2016 18:05,2,Unknown,Unknown,Unknown,Unknown,6506 Bolm Rd,Austin,TX,1,95
A703182,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,5/8/2015 0:00,1,5/21/2015 13:12,7/12/2015 13:26,9,Female,Intact,Female,Spayed,7711 Mullen,Austin,TX,1,66272
A694574,Olive Mae,Stray,Normal,Dog,Rat Terrier,White,12/30/2009 0:00,260,12/30/2014 16:37,1/4/2015 17:10,261,Female,Intact,Female,Spayed,Pearce Ln And Ross Rd,Del Valle,TX,1,1103
A735191,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Orange,6/20/2016 0:00,13,9/20/2016 12:27,9/21/2016 9:00,13,Male,Intact,Male,Intact,12001 Metric Blvd,Austin,TX,1,99
A792071,Oscar,Stray,Normal,Dog,Dachshund Mix,Black,4/6/2003 0:00,834,4/5/2019 12:06,4/6/2019 11:25,834,Male,Neutered,Male,Neutered,West Cesar Chavez,Austin,TX,1,99
A793283,Riley,Owner Surrender,Normal,Dog,Siberian Husky Mix,Buff,1/22/2019 0:00,12,4/22/2019 17:16,4/23/2019 17:19,13,Male,Neutered,Male,Neutered,Unknown address,Austin,TX,1,1181
A725503,Arnie,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Blue,11/29/2014 0:00,76,5/18/2016 15:08,7/1/2016 15:40,82,Male,Intact,Male,Neutered,Unknown address,Austin,TX,1,6572
A796220,Unknown,Stray,Sick,Dog,Great Pyrenees,White,3/2/2019 0:00,12,5/30/2019 12:47,5/31/2019 11:43,12,Male,Intact,Male,Intact,16800 Fagerquist Drive,Travis,TX,0,99
A712914,Unknown,Wildlife,Sick,Other,Bat Mix,Brown,9/30/2014 0:00,52,9/30/2015 0:17,9/30/2015 7:59,52,Unknown,Unknown,Unknown,Unknown,412 Congress,Austin,TX,0,99
A681969,Hank,Stray,Normal,Dog,Australian Cattle Dog Mix,White,6/18/2014 0:00,0,6/22/2014 10:47,8/13/2014 16:50,8,Male,Intact,Male,Neutered,912 U.S. 183,Austin,TX,1,647999
A680255,Carlo,Stray,Normal,Cat,Domestic Shorthair Mix,Cream Tabby,5/1/2014 0:00,4,5/31/2014 13:53,7/12/2014 20:48,10,Male,Intact,Male,Neutered,9205 North Dr,Austin,TX,1,14878
A791068,Unknown,Wildlife,Sick,Other,Bat Mix,Black,3/21/2018 0:00,52,3/21/2019 8:08,3/21/2019 11:33,52,Unknown,Unknown,Unknown,Unknown,714 E 8Th St,Austin,TX,0,99
A782932,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Orange Tabby,10/23/2016 0:00,104,10/23/2018 12:55,10/25/2018 14:04,104,Female,Spayed,Female,Spayed,Circle S Road And East William Cannon Drive,Austin,TX,1,99
A767747,Kona,Stray,Normal,Dog,Labrador Retriever,Black,3/3/2018 0:00,0,3/6/2018 8:59,5/22/2018 11:54,11,Female,Intact,Female,Spayed,Unknown address,Austin,TX,1,1220999
A788795,Sophie,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Orange Tabby,2/10/2002 0:00,886,2/9/2019 11:36,3/3/2019 18:03,890,Female,Intact,Female,Spayed,Unknown address,Austin,TX,1,4118
A746289,Unknown,Stray,Nursing,Cat,Domestic Longhair Mix,Black,3/3/2017 0:00,4,3/31/2017 8:43,3/31/2017 11:56,4,Male,Intact,Male,Intact,Cameron Rd & 52Nd,Austin,TX,1,97
A702959,Bubu,Public Assist,Normal,Dog,Shih Tzu Mix,Gray,12/22/2013 0:00,74,5/26/2015 16:38,5/27/2015 18:50,74,Male,Neutered,Male,Neutered,Unknown address,Austin,TX,1,99
